entrez_id,gene_symbol,chromosome,start,end
6506,SLC1A2,11,35251205,35420063
1132,CHRM4,11,46383589,46391990
2147,F2,11,46719079,46768566
2346,FOLH1,11,49145092,49208641
11251,PTGDR2,11,60850933,60855987
747,DAGLA,11,61680151,61747003
3992,FADS1,11,61799624,61829318
80150,ASRGL1,11,62337347,62393415
23193,GANAB,11,62624821,62646726
1128,CHRM1,11,62907828,62921877
9356,SLC22A6,11,62936385,62984973
9376,SLC22A8,11,62989154,63017561
1351,COX8A,11,63974579,63976543
50801,KCNK4,11,64291302,64300031
25824,PRDX5,11,64317977,64321827
8986,RPS6KA4,11,64359134,64372215
55867,SLC22A11,11,64555632,64572875
116085,SLC22A12,11,64590641,64602353
5837,PYGM,11,64746389,64759990
23649,POLA2,11,65261835,65305959
5970,RELA,11,65653599,65663138
10524,KAT5,11,65711992,65719604
117144,CATSPER1,11,66016752,66026479
8722,CTSF,11,66563462,66568879
5091,PC,11,66848208,66958524
2950,GSTP1,11,67583523,67592110
91703,ACY3,11,67642551,67650900
1374,CPT1A,11,68754620,68844410
595,CCND1,11,69641070,69654474
55107,ANO1,11,69985907,70189543
55191,NADSYN1,11,71453109,71524107
2352,FOLR3,11,72114869,72141085
2350,FOLR2,11,72216601,72221957
5138,PDE2A,11,72576141,72674591
5029,P2RY2,11,73216664,73242427
5031,P2RY6,11,73264498,73305103
11309,SLCO2B1,11,75100563,75214681
84649,DGAT2,11,75759512,75813865
2915,GRM5,11,88504576,89065990
7299,TYR,11,89177875,89295759
4544,MTNR1B,11,92969651,92985066
24145,PANX1,11,94128828,94185019
5241,PGR,11,101029624,101129817
4317,MMP8,11,102711796,102727050
4321,MMP12,11,102862734,102874990
4322,MMP13,11,102942994,102955740
2893,GRIA4,11,105609535,105982090
2977,GUCY1A2,11,106674019,107018538
38,ACAT1,11,108116695,108148957
472,ATM,11,108222788,108369102
6392,SDHD,11,112086361,112120016
1813,DRD2,11,113409021,113476402
9177,HTR3B,11,113904796,113949079
3359,HTR3A,11,113975075,113990313
4837,NNMT,11,114257765,114360039
486,FXYD2,11,117800839,117828734
6330,SCN4B,11,118133377,118152906
6327,SCN2B,11,118162806,118176653
2542,SLC37A4,11,119023751,119030906
2900,GRIK4,11,120511709,120988906
3312,HSPA8,11,123057485,123063230
55800,SCN3B,11,123629187,123655244
116337,PANX3,11,124611428,124620356
3758,KCNJ1,11,128836315,128874671
3762,KCNJ5,11,128890453,128922733
93589,CACNA2D4,12,1791963,1918666
775,CACNA1C,12,1970690,2697950
2305,FOXM1,12,2857676,2877197
3742,KCNA6,12,4809334,4813318
3736,KCNA1,12,4909905,4918256
3741,KCNA5,12,5043879,5052613
6337,SCNN1A,12,6345124,6383917
10536,P3H3,12,6828220,6839867
5777,PTPN6,12,6946417,6961316
715,C1R,12,7080213,7092873
9052,GPRC5A,12,12890782,12917937
2904,GRIN2B,12,13437942,13982138
2984,GUCY2C,12,14612632,14696652
5149,PDE6H,12,14949827,14982699
5139,PDE3A,12,20368322,20688583
53919,SLCO1C1,12,20695332,20753386
28234,SLCO1B3,12,20806645,20918230
10599,SLCO1B1,12,21127862,21298065
6579,SLCO1A2,12,21264600,21419676
3764,KCNJ8,12,21763939,21775615
10060,ABCC9,12,21797389,21942543
586,BCAT1,12,24809944,24949556
3709,ITPR2,12,26335352,26833239
51564,HDAC7,12,47782722,47833132
7421,VDR,12,47841537,47943048
784,CACNB3,12,48813794,48828942
5571,PRKAG1,12,49002272,49018820
10376,TUBA1B,12,49127780,49131398
7846,TUBA1A,12,49184146,49189324
84790,TUBA1C,12,49188736,49274600
23416,KCNH3,12,49539020,49558346
41,ASIC1,12,50057351,50083621
466,ATF1,12,50763710,50821162
1990,CELA1,12,51328442,51346804
6334,SCN8A,12,51590266,51812864
8435,SOAT2,12,53103457,53124538
51380,CSAD,12,53157663,53180933
5916,RARG,12,53210566,53232980
11016,ATF7,12,53507856,53626412
5153,PDE1B,12,54549551,54579241
5959,RDH5,12,55720367,55724714
1017,CDK2,12,55966781,55972789
2065,ERBB3,12,56076799,56103505
1431,CS,12,56271699,56300395
27165,GLS2,12,56470945,56488414
506,ATP5B,12,56637490,56646079
8630,HSD17B6,12,56751817,56788409
1019,CDK4,12,57746043,57756013
1594,CYP27B1,12,57762334,57768986
552,AVPR1A,12,63142759,63151206
3458,IFNG,12,68154768,68159748
4069,LYZ,12,69348381,69354237
27345,KCNMB4,12,70366204,70434292
3747,KCNC2,12,75038577,75209876
1634,DCN,12,91140484,91183217
10988,METAP2,12,95473520,95515935
4048,LTA4H,12,96000298,96043523
9971,NR1H4,12,100455070,100564414
160728,SLC5A8,12,101155188,101210243
5053,PAH,12,102836889,102958410
7296,TXNRD1,12,104215773,104352786
1610,DAO,12,108858932,108901052
32,ACACB,12,109116320,109268226
488,ATP2A2,12,110280603,110351093
10019,SH2B3,12,111404986,111451623
217,ALDH2,12,111766887,111817532
4842,NOS1,12,117208142,117452170
5564,PRKAB1,12,119667862,119681629
5319,PLA2G1B,12,120322115,120327785
5027,P2RX7,12,121132785,121188032
338442,HCAR2,12,122701293,122703357
8843,HCAR3,12,122714756,122716811
27198,HCAR1,12,122726076,122730844
5426,POLE,12,132623753,132687376
7278,TUBA3C,13,19173770,19181824
2700,GJA3,13,20138252,20161615
2706,GJB2,13,20187463,20192980
10804,GJB6,13,20221962,20232450
2322,FLT3,13,28003274,28100592
2321,FLT1,13,28299540,28495288
6541,SLC7A1,13,29509410,29595792
3356,HTR2A,13,46831546,46897091
8803,SUCLA2,13,47745736,48037968
57105,CYSLTR2,13,48653709,48711227
2862,MLNR,13,49220118,49225201
2974,GUCY1B2,13,50994505,51080862
115207,KCTD12,13,76880175,76886405
1910,EDNRB,13,77895481,77975529
8428,STK24,13,98445185,98577940
6564,SLC15A1,13,98683693,98752880
5095,PCCA,13,100089015,100530437
259232,NALCN,13,101053773,101416515
79587,CARS2,13,110641409,110713603
2155,F7,13,113105762,113120685
2159,F10,13,113122771,113149531
8858,PROZ,13,113158388,113173625
496,ATP4B,13,113648804,113658198
10038,PARP2,14,20343541,20362074
4860,PNP,14,20461992,20477094
283,ANG,14,20682866,20698971
6035,RNASE1,14,20801228,20802884
6037,RNASE3,14,20882394,20892348
5693,PSMB5,14,23016540,23035239
122706,PSMB11,14,23042212,23044060
23428,SLC7A8,14,23125295,23183683
10901,DHRS4,14,23953713,23969279
1215,CMA1,14,24505353,24508271
5687,PSMA6,14,35278596,35318734
4792,NFKBIA,14,35401079,35404749
6751,SSTR1,14,38207895,38213067
5427,POLE2,14,49643555,49688422
11183,MAP4K5,14,50417845,50561126
5836,PYGL,14,50857891,50944734
5729,PTGDR,14,52267667,52276724
5732,PTGER2,14,52314226,52329822
5684,PSMA3,14,58244740,58272096
112849,L3HYPDH,14,59318593,59484450
3091,HIF1A,14,61695357,61748529
27133,KCNH5,14,62699464,63102037
2100,ESR2,14,64084232,64338112
384,ARG2,14,67619857,67667328
51109,RDH11,14,67676792,67695793
145226,RDH12,14,67701886,67734451
6554,SLC10A1,14,69768055,69797665
145482,PTGR2,14,73851792,73885726
2353,FOS,14,75278821,75283190
122953,JDP2,14,75427716,75474111
2103,ESRRB,14,76310712,76501837
54207,KCNK10,14,88180103,88326907
56659,KCNK13,14,90061990,90185855
801,CALM1,14,90396502,90408268
866,SERPINA6,14,94304245,94323401
624,BDKRB2,14,96204526,96249490
7453,WARS,14,100333782,100376805
3320,HSP90AA1,14,102080738,102139773
1152,CKB,14,103519660,103523167
122622,ADSSL1,14,104724174,104747523
207,AKT1,14,104769348,104799934
2562,GABRB3,15,26543552,26939539
2558,GABRA5,15,26866709,26949208
2567,GABRG3,15,26971060,27541984
89832,CHRFAM7A,15,30360566,30393858
1139,CHRNA7,15,31923438,32173018
6263,RYR3,15,33310947,33866121
1133,CHRM5,15,33968260,34067458
57369,GJD2,15,34751032,34755003
2595,GANC,15,42273196,42353666
4130,MAP1A,15,43510946,43531620
117155,CATSPER2,15,43628503,43668118
548596,CKMT1A,15,43692886,43702501
6652,SORD,15,45023116,45077185
6557,SLC12A1,15,48178392,48304078
54822,TRPM7,15,50552473,50686845
1588,CYP19A1,15,51208057,51338606
8854,ALDH1A2,15,57953424,58497866
366,AQP9,15,58138169,58185915
771,CA12,15,63321378,63382252
5479,PPIB,15,64155740,64163159
5604,MAP2K1,15,66386816,66491656
10021,HCN4,15,73319859,73368958
1583,CYP11A1,15,74337746,74367884
1543,CYP1A1,15,74719542,74738469
1544,CYP1A2,15,74748795,74756607
9377,COX5A,15,74919594,74939351
60490,PPCDC,15,75023550,75117462
79661,NEIL1,15,75346878,75357115
5685,PSMA4,15,78540089,78560795
1138,CHRNA5,15,78565484,78596443
1136,CHRNA3,15,78593052,78621331
1143,CHRNB4,15,78621941,78727754
5151,PDE8A,15,84980440,85139244
145864,HAPLN3,15,88877289,88895597
6017,RLBP1,15,89209869,89222577
290,ANPEP,15,89784875,89815401
5045,FURIN,15,90868588,90883564
3480,IGF1R,15,98648539,98964530
220,ALDH1A3,15,100861924,100916760
6755,SSTR5,16,1063867,1081470
8912,CACNA1H,16,1153099,1224169
7177,TPSAB1,16,1239266,1242555
124056,NOXO1,16,1978912,1984636
5170,PDPK1,16,2537969,2603190
64386,MMP25,16,3046062,3060729
3163,HMOX2,16,4474246,4510663
18,ABAT,16,8674596,8784575
2903,GRIN2A,16,9753404,10183495
4363,ABCC1,16,15949138,16143257
6340,SCNN1G,16,23182677,23216883
6338,SCNN1B,16,23278231,23381299
124454,EARS2,16,23520754,23557731
5579,PRKCB,16,23835939,24220611
10368,CACNG3,16,24256194,24362412
23475,QPRT,16,29662957,29698704
10423,CDIPT,16,29857474,29863414
5595,MAPK3,16,30114104,30123506
3683,ITGAL,16,30472658,30523567
79001,VKORC1,16,31090260,31095980
1339,COX6A2,16,31427731,31428433
6524,SLC5A2,16,31483002,31490860
84706,GPT2,16,46882857,46931299
4313,MMP2,16,55389700,55508058
6530,SLC6A2,16,55655961,55707645
1066,CES1,16,55802845,55833337
6559,SLC12A3,16,56865203,56915850
222487,GPR97,16,57668106,57689378
2806,GOT2,16,58686133,58734366
766,CA7,16,66844414,66854153
3291,HSD11B2,16,67430652,67437553
5699,PSMB10,16,67934504,67936865
6560,SLC12A4,16,67943474,67969601
1728,NQO1,16,69691310,69726668
16,AARS,16,70251983,70289707
6898,TAT,16,71565660,71577096
1723,DHODH,16,72008588,72027664
93107,KCNG4,16,84218657,84240016
1327,COX4I1,16,85798633,85810195
763,CA5A,16,87881546,87936603
1535,CYBA,16,88643275,88651083
1800,DPEP1,16,89613308,89638456
10381,TUBB3,16,89921392,89938761
443,ASPA,17,3472374,3503405
162514,TRPV3,17,3510502,3557812
7442,TRPV1,17,3565444,3609880
1497,CTNS,17,3636446,3663103
5694,PSMB6,17,4796144,4798503
5338,PLD2,17,4807074,4823434
1145,CHRNE,17,4897769,4934438
708,C1QBP,17,5432625,5448830
1742,DLG4,17,7187187,7219836
1140,CHRNB1,17,7445004,7457710
5430,POLR2A,17,7484366,7514616
6462,SHBG,17,7613946,7633469
482,ATP1B2,17,7646627,7657771
7157,TP53,17,7661779,7687546
9212,AURKB,17,8204335,8210638
5198,PFAS,17,8247618,8271150
136,ADORA2B,17,15945093,15976467
51393,TRPV2,17,16407465,16437861
55244,SLC47A1,17,19495385,19579044
146802,SLC47A2,17,19677390,19718979
3768,KCNJ12,17,21376209,21419870
4843,NOS2,17,27755283,27800758
113235,SLC46A1,17,28394642,28407197
9058,SLC13A2,17,28473275,28497782
6532,SLC6A4,17,30194258,30238482
40,ASIC2,17,33013087,34174964
6347,CCL2,17,34255274,34257208
6355,CCL8,17,34319435,34321402
31,ACACA,17,37084992,37406853
5691,PSMB3,17,38752726,38803069
782,CACNB1,17,39173453,39197877
2064,ERBB2,17,39687914,39730426
7067,THRA,17,40058290,40093867
5914,RARA,17,40309165,40357643
125111,GJD3,17,40360652,40364737
7153,TOP2A,17,40388521,40417941
3859,KRT12,17,40860943,40867223
2520,GAST,17,41710999,41715973
2648,KAT2A,17,42113109,42121382
23415,KCNH4,17,42156891,42181146
3060,HCRT,17,42184060,42185452
6777,STAT5B,17,42199176,42288633
6774,STAT3,17,42313322,42388574
3292,HSD17B1,17,42552920,42555217
7283,TUBG1,17,42609411,42615253
8639,AOC3,17,42851130,42858130
162417,NAGS,17,44004581,44011213
10014,HDAC5,17,44076746,44123702
3674,ITGA2B,17,44372177,44389649
10052,GJC1,17,44798448,44831496
1394,CRHR1,17,45784277,45835828
4137,MAPT,17,45894278,46028334
3690,ITGB3,17,47253649,47323218
55163,PNPO,17,47941506,47964354
1277,COL1A1,17,50184101,50201704
8913,CACNA1G,17,50560715,50627474
56934,CA10,17,51630313,52160028
8288,EPX,17,58192726,58205174
4353,MPO,17,58269855,58280935
51174,TUBD1,17,59859038,59892951
762,CA4,17,60147838,60178085
1636,ACE,17,63477058,63498380
81033,KCNH6,17,63523310,63548987
6329,SCN4A,17,63938554,63972918
5578,PRKCA,17,66302567,66810743
27091,CACNG5,17,66835117,66894751
27092,CACNG4,17,66964494,67035678
786,CACNG1,17,67044531,67058016
6752,SSTR2,17,73164253,73176633
2905,GRIN2C,17,74842022,74861772
353174,ZACN,17,76071961,76083666
124583,CANT1,17,78991707,79009867
2548,GAA,17,80101526,80119881
5148,PDE6G,17,81650459,81663112
1468,SLC25A10,17,81711951,81721969
5034,P4HB,17,81843158,81860856
5831,PYCR1,17,81932378,81942412
2194,FASN,17,82076900,82098294
7298,TYMS,18,657127,676613
7525,YES1,18,721587,813276
84617,TUBB6,18,12307287,12345784
6093,ROCK1,18,20944612,21111882
59340,HRH4,18,24460631,24480794
143471,PSMA8,18,26133852,26193355
7276,TTR,18,31557008,31606585
498,ATP5A1,18,46080248,46104334
10449,ACAA2,18,49781714,49813965
2235,FECH,18,57544377,57586942
10892,MALT1,18,58671426,58754477
596,BCL2,18,63123346,63320215
6317,SERPINB3,18,63652584,63661893
4772,NFATC1,18,79395856,79531338
26251,KCNG2,18,79797904,79900184
1991,ELANE,19,850951,856247
116444,GRIN3B,19,1000419,1009732
513,ATP5D,19,1241734,1244828
2593,GAMT,19,1397026,1401731
6915,TBXA2R,19,3594506,3606900
5605,MAP2K2,19,4090316,4124238
5802,PTPRS,19,5158495,5340941
10382,TUBB4A,19,6494308,6502848
3643,INSR,19,7112255,7294443
50700,RDH8,19,10013249,10022279
5032,P2RY11,19,10111689,10118085
1786,DNMT1,19,10133342,10231286
3383,ICAM1,19,10271093,10286617
7297,TYK2,19,10350528,10380608
5141,PDE4A,19,10416773,10469816
9817,KEAP1,19,10484512,10503558
53637,S1PR5,19,10512742,10517981
1725,DHPS,19,12673411,12681901
811,CALR,19,12938578,12944525
773,CACNA1A,19,13206442,13624489
5566,PRKACA,19,14091688,14118084
5731,PTGER1,19,14472466,14477272
6511,SLC1A6,19,14950024,15022990
3718,JAK3,19,17824780,17848071
3780,KCNN1,19,17947484,18000085
5143,PDE4C,19,18207965,18248200
1463,NCAN,19,19211948,19252247
404037,HAPLN4,19,19254731,19262827
11136,SLC7A9,19,32830508,32869805
6324,SCN1B,19,35030444,35040455
3249,HPN,19,35040506,35066592
2864,FFAR1,19,35347902,35353864
495,ATP4A,19,35549339,35563658
1340,COX6B1,19,35648230,35662890
1346,COX7A1,19,36150287,36152699
9424,KCNK6,19,38319813,38333553
6261,RYR1,19,38433691,38595273
645,BLVRB,19,40446758,40465826
1548,CYP2A6,19,40841915,40850493
1555,CYP2B6,19,40991131,41018413
1553,CYP2A13,19,41088451,41096195
478,ATP1A3,19,41966582,41997497
2901,GRIK5,19,41998315,42070240
5452,POU2F2,19,42086110,42196585
3991,LIPE,19,42401497,42427388
3783,KCNN4,19,43766517,43781262
1158,CKM,19,45306411,45323372
5739,PTGIR,19,46618550,46625534
6822,SULT2A1,19,47870327,47886479
2906,GRIN2D,19,48393668,48444931
3770,KCNJ14,19,48454464,48466980
6820,SULT2B1,19,48552140,48599425
770,CA11,19,48637946,48646386
587,BCAT2,19,48795061,48811066
3743,KCNA7,19,49067397,49072702
54795,TRPM4,19,49157737,49211841
22809,ATF5,19,49923910,49933935
3748,KCNC3,19,50311937,50333515
5424,POLD1,19,50384204,50418018
2357,FPR1,19,51742725,51804115
5582,PRKCG,19,53879190,53907652
59284,CACNG7,19,53909264,53943950
59283,CACNG8,19,53962937,53990215
59285,CACNG6,19,53991605,54012670
112724,RDH13,19,55039108,55071291
1,A1BG,19,58345178,58353502
1457,CSNK2A1,20,472498,543835
2280,FKBP1A,20,1355817,1393164
5020,OXT,20,3071476,3072517
146,ADRA1D,20,4220283,4249305
9962,SLC23A2,20,4851729,5010313
54363,HAO1,20,7845499,7940539
6754,SSTR4,20,23035312,23039237
84532,ACSS1,20,25003364,25058980
3055,HCK,20,32052197,32101857
1789,DNMT3B,20,32762385,32809359
191,AHCY,20,34280263,34311802
55902,ACSS2,20,34872146,34927962
2937,GSS,20,34928432,34956027
9054,NFS1,20,35668052,35699376
6714,SRC,20,37344673,37406050
140679,SLC32A1,20,38724394,38729372
7150,TOP1,20,41028815,41124487
100,ADA,20,44584896,44652252
60598,KCNK15,20,44745785,44752677
6789,STK4,20,44966474,45084214
3787,KCNS1,20,45091214,45101188
5476,CTSA,20,45890144,45898949
4318,MMP9,20,46008869,46016561
57468,SLC12A5,20,46021675,46060150
64849,SLC13A3,20,46557823,46684467
3745,KCNB1,20,49293394,49484570
5740,PTGIS,20,49503874,49568333
5770,PTPN1,20,50510321,50585241
3755,KCNG1,20,51003655,51023244
6790,AURKA,20,56369382,56392566
2778,GNAS,20,58839669,58911192
81027,TUBB1,20,59019379,59026654
5688,PSMA7,20,62136725,62143470
11255,HRH3,20,62214960,62220303
1137,CHRNA4,20,63343223,63378401
3785,KCNQ2,20,63400208,63472689
5753,PTK6,20,63526306,63537770
6725,SRMS,20,63538489,63547752
54963,UCKL1,20,63939811,63956500
351,APP,21,25880535,26171128
2897,GRIK1,21,29536933,29940033
2618,GART,21,33498517,33543524
873,CBR1,21,36069847,36073166
3141,HLCS,21,36748626,36990236
3772,KCNJ15,21,38155549,38307357
7032,TFF2,21,42346357,42350997
5152,PDE9A,21,42653584,42776512
875,CBS,21,43050900,43076943
150094,SIK1,21,43414483,43427137
8566,PDXK,21,43719061,43762307
7226,TRPM2,21,44350072,44445246
3689,ITGB2,21,44885948,44932079
6573,SLC19A1,21,45493572,45573564
10841,FTCD,21,46136082,46156047
6285,S100B,21,46598355,46605208
83733,SLC25A18,22,17562670,17591927
5625,PRODH,22,18912696,18936451
1312,COMT,22,19941371,19969975
3053,SERPIND1,22,20774092,20787721
6545,SLC7A4,22,21028715,21032933
5594,MAPK1,22,21755537,21867680
3537,IGLC1,22,22895375,22895834
613,BCR,22,23179704,23318037
135,ADORA2A,22,24417879,24443177
6523,SLC5A1,22,32043050,32113029
51493,C22orf28,22,32387575,32412265
3162,HMOX1,22,35380361,35394214
10369,CACNG2,22,36560857,36703779
4689,NCF4,22,36860795,36878067
6753,SSTR3,22,37204237,37212482
5880,RAC2,22,37225270,37259594
6122,RPL3,22,39312870,39320389
468,ATF4,22,39519695,39522690
8911,CACNA1I,22,39570753,39689735
2033,EP300,22,41091816,41180077
1565,CYP2D6,22,42120962,42131727
5465,PPARA,22,46149924,46243755
56666,PANX2,22,50170458,50180295
83933,HDAC10,22,50245183,50251407
5600,MAPK11,22,50263703,50270767
293,SLC25A6,X,1350030,1392929
438,ASMT,X,1615059,1643081
4935,GPR143,X,9724039,9786297
51284,TLR7,X,12866994,12890361
51311,TLR8,X,12906620,12923169
9367,RAB9A,X,13689117,13712064
2742,GLRA2,X,14529298,14731812
660,BMX,X,15464246,15556529
59272,ACE2,X,15494290,15607236
11238,CA5B,X,15688830,15788411
6197,RPS6KA3,X,20149911,20267519
5422,POLA1,X,24693864,24996986
190,NR0B1,X,30304206,30309394
1756,DMD,X,31097677,33339609
1536,CYBB,X,37780018,37816994
5009,OTC,X,38327598,38424632
4128,MAOA,X,43654907,43746821
4129,MAOB,X,43766400,43882568
10682,EBP,X,48521089,48528716
10013,HDAC6,X,48801372,48824986
3750,KCND1,X,48960982,48971916
778,CACNA1F,X,49205063,49233371
367,AR,X,67543353,67730619
5030,P2RY4,X,70258166,70260204
84889,SLC7A3,X,70925556,70931149
2705,GJB1,X,71212811,71225519
55869,HDAC8,X,72329516,72573101
1349,COX7B,X,77895727,77907555
10800,CYSLTR1,X,78270496,78327845
695,BTK,X,101349338,101390796
2182,ACSL4,X,109624244,109733889
7224,TRPC5,X,111768011,112082776
3358,HTR2C,X,114584073,114910074
186,AGTR2,X,116170743,116174974
11254,SLC6A14,X,116436606,116461458
10857,PGRMC1,X,119236226,119244468
292,SLC25A5,X,119468395,119472949
2747,GLUD2,X,121047610,121050094
2892,GRIA3,X,123184023,123490915
331,XIAP,X,123859693,123913972
139760,GPR119,X,130379449,130385674
3251,HPRT1,X,134460139,134527168
2158,F9,X,139530731,139568549
2564,GABRE,X,151953123,151974694
2556,GABRA3,X,152166042,152451425
55879,GABRQ,X,152637895,152684285
6535,SLC6A8,X,153687914,153696591
554,AVPR2,X,153902531,153907169
2539,G6PD,X,154517825,154547584
55217,TMLHE,X,155414745,155719107
